Tweet,Tema,Stance
"fans fueron al m&amp;g de halsey con el pañuelo de la campaña y le hablaron sobre nuestra lucha. halsey, quien sufrió un aborto espontáneo, pidió sacarse una segunda foto con el pañuelo porque cree importante apoyar la causa. se trata de empatía. #abortolegalya💚 USER URL",aborto,F
"la via la abrimos nosotras, la luz verde la prendió nuestro pañuelo URL",aborto,F
nos manifestamos a favor del derecho a la vida de todos esos bebés que van a asesinar argumentando libre elección. #sialavida #noalaborto USER URL,aborto,C
"antes de sus shows en el cck, patti smith apoyó el #abortolegal y habló de los abusos en el rock. URL URL",aborto,F
"y seguiremos estando, en todos lados...para recordarles a los #senadorespercha que más temprano que tarde #seraley USER USER URL",aborto,F
el gobierno durmió la pelota pero llegó un movimiento del peronismo de la pampa que parece que dio vuelta la votación a favor del #abortolegalya. el/los feminismos de la argentina no le va a perdonar al gobierno nacional su inacción frente a la posibilidad del rechazo.,aborto,F
"💚en dos días empieza el tratamiento de la ley de #abortolegal en el senado. acá te contamos cómo será el cronograma hasta llegar a la final del mundial de las pibas, el 8 de agosto: URL",aborto,F
"#nosotrxsnonegociamos porque se trata de un derecho, de nuestra salud, de la soberanía sobre nuestras cuerpas. y porque queremos que salga ya URL",aborto,F
"mañana me planto en el congreso. lo que me ayuda, abraza y acompaña este movimiento no lo puedo explicar en palabras. por todas las que no pueden ni pudieron: 💚✊",aborto,F
ecografía ahora en #congreso. me van a decir que no hay vida? URL,aborto,C
"me gustan las informaciones independientes y objetivas. las que no están sometidas a ningún interés oculto. monetario, por ejemplo 👉 no a la mina de uranio #stopuranio ☢️#síalavida #salamanca #periodismo #publicidad #titulares berkeley y la USER del #pp !cada vez más solos¡ URL",aborto,N
✊🏻💚 #seraley💚 #8a en congreso. bs as URL,aborto,F
"#8a #abortolegal ""otorguen a las mujeres el derecho a decidir"" | el mensaje de USER para los senadores argentinos URL",aborto,F
|￣￣￣￣￣￣￣￣￣| hoy en argentina mañana en toda américa latina #seráley |_____________________| (\__/) || (•ㅅ•) || / 💚 づ,aborto,F
"bravo genias! más allá de la aprobación de la ley, con la gran movilización de las mujeres argentinas por sus derechos, ya ganamos todas! URL",aborto,F
imagino que los de la #marchaporlavida y que están en contra del #abortolegalya habrán usado el lunes para adoptar a todos esos niños que están desamparados ¿no? ¿cuantas adopciones fomenta la marcha? ¿ninguna? ¿en serio? seria muy hipócrita ¿no?,aborto,F
"USER en vez de fomentar el asesinato, deberías promover una educación sexual segura. URL",aborto,C
salvemos todas las vidas. ¡vamos argentina! 💪 URL,aborto,C
¿quiénes #sonresponsables de los 41 abortos clandestinos durante esta hora? ellos: USER USER USER USER USER USER USER USER USER USER,aborto,F
#abortolegal USER impecable emocionante #seraley 💚💚💚,aborto,F
"atenciÓn corrientes!! la senadora almirón se pronuncia a favor del aborto legal, pero sus colegas, espínola USER y braillard poccard siguen negando este derecho. no les den la espalda a las mujeres argentinas, senadores! #abortolegalya el 8/8 todas a la plaza! URL",aborto,F
"hola a todos , gracias por los rt, aún estamos lejos de la meta con los #donativos #juntossomosmas digamos a arianda 😀😀 URL",aborto,N
"hoy última audiencia de exposiciones en el congreso. hoy USER y USER llevan nuestra voz, la de todas para volver a exigir",aborto,N
"en 2010 las iglesias evangélicas llenaron el obelisco vestidos de naranja pero igual les ganamos y se aprobó el matrimonio igualitario 🌈🔥 si una minoría pudo ganarles, las mujeres también les van a ganar a estos oscurantistas.",aborto,F
"el mundo estaba mirando y los senadores argentinos fallaron 😢 al rechazar la legalización del aborto, perdieron una oportunidad histórica de ser líderes en derechos humanos. 💪¡la lucha continúa! no descansaremos hasta que haya el aborto sea legal 💚 URL",aborto,F
USER lo que sooooooooon 😍,aborto,N
si a la despenalización del aborto URL,aborto,F
ni por un instante creamos que estamos solas. ni por un instante dejemos que nos gane el miedo. será ley. gracias falta y resto 💚🙏 #abortolegalya USER USER URL,aborto,F
"#abortolegalya #votenabortolegal #quesealey gracias, USER, por hacer pública tu posición a favor de la salud de las mujeres. es muy importante. URL",aborto,F
#femstorietas: ¡explainers para políticxs despistadxs! como garantizar derechos de las juventudes: -servicios de salud sexual y reproductiva de calidad -distribución de métodos anticonceptivos -servidores públicos capacitadUSER -campañas para jóvenes #abortolegalya en todo méxico URL,aborto,F
"en santa fe no solo se cumple perfectamente con el protocolo de aborto legal, sino que también trabajan en la producción de misoprostol. y rosario se viste de verde. #abortolegalya ✊🏼💚 URL",aborto,F
si los hombres se quedasen embarazados el aborto sería legal en todo el mundo. URL,aborto,F
recuerda que la vida es un don. #noalaborto #síalavida #25síalavida #salvalavida USER USER USER USER USER USER USER USER URL,aborto,C
en piura asi culminamos con la marcha URL,aborto,N
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER argentina se une en defensa de las dos vidas!,aborto,C
impactante el vínculo calle + redes + política en #abortolegalya. es una réplica amplificada del vínculo que había creado #niunamenos. las redes y el movimento de mujeres se llevan de maravillas. gran ejemplo para investigar cuando termine el agite (y la ley esté aprobada 😉).,aborto,F
"simple, claro, justo. URL",aborto,N
mañana comienza el debate en el congreso y como hace años en las calles las mujeres nos movilizamos por #abortolegalya no queremos ni una menos por aborto clandestino URL,aborto,F
arriba el feminismo que va a vencer! vamos las pibas!! 💚✊🏻 URL,aborto,F
"el aborto no te libera de ser madre,solo te hace madre de un niñUSER muerto!",aborto,C
"ni puta por coger, ni madre por deber, ni presa por abortar, ni muerta por intentar. educación sexual para decidir, anticonceptivos para no abortar, aborto legal para no morir. #eshoy #seráley #abortolegalseguroygratuito #sevaacaer #senadoresquesealey 💚💚💚 URL",aborto,F
"se dicen provida porque les preocupa la supervivencia de un feto pero les chupa un huevo la cantidad de chicas que pierden la vida en sitios clandestinos. no sos provida, sos un ignorante carente de empatia.",aborto,F
protejamos a quien no tiene voz en este debate y digamos #sialavida #salvemoslas2vidas USER USER USER URL,aborto,C
"san martin de los andes médicos, enfermeros y profesionales de la salud del hospital ramón carillo de la ciudad de san martín de los andes dicen: #nocuentesconmigo #sialasdosvidas USER USER USER USER USER USER USER URL",aborto,C
en algun lugar de asia con el pañuelo verde...que lo llevo a todas partes y cada dia lo quiero mas URL,aborto,F
"USER USER claudia acuña das verguenza, muy bajo lo tuyo. hay que aprender a respetar las decisiones de los demas. te felicito maru botana 👏👏👏👏 somos muchos los que defendemos las dos vidas.",aborto,C
"lo escucho y se me pone la piel de gallina, vamos que es ley 💚💪 URL",aborto,F
argentina de pie URL,aborto,N
USER por esto te admiro mucho mucho mucho ❤,aborto,N
ganó el #sialasdosvidas . hoy tenemos una argentina enriquecida espiritualmente que ratifica su ideario de nación por voluntad democrática de su pueblo🇦🇷🇦🇷🇦🇷,aborto,C
USER USER USER USER allí el trabajo de padres de familia es fundamental. no pagan colegiatura donde no les respetan.,aborto,N
"toda mujer que quiere abortar, aborta. los que se oponen al aborto sencillamente las condenan al dolor, la inseguridad, la enfermedad e incluso la muerte. las niñas lo tienen más difícil. a las niñas violadas las obligan a parir. URL",aborto,F
"rt jjssrr901 ""rt culefer: #abortolegalya la despenalización del aborto no obliga, permite elegir, sin clandestinidad ni criminalización. #educación sexual para #decidir, anticonceptivos para no abortar y #abortolegal para no morir. … URL",aborto,F
más de 180 actrices se pronunciaron a través de una carta por la despenalización del aborto. URL,aborto,F
¡ milagro suma su voz ! URL,aborto,N
"¡los abogados tenemos corazón! emocionante ponencia de silvia marrama, abogada de entre ríos: “entre ríos fue y es una tierra de oportunidades para todos, desde su concepción y hasta su muerte” URL",aborto,N
"estamos del lado correcto de la historia. la ampliación de derechos es inevitable, el futuro es feminista. 💚 URL",aborto,F
el aborto es lo opuesto a la salud porque procura directa e intencionalmente la muerte de un ser humano inocente. por eso #noaladespenalizaciondelaborto #noalabortolegal #noalaborto #sialavida #novaresio910 #laredalaire USER URL,aborto,C
💚charla debate en la fce 💚 desde el espacio de géneros de sumak kawsay recibimos a las representantes de la campaña nacional por la legalización del aborto. no dudamos que #seráley!!!! sumak kawsay económicas vicepresidencia de la fulp URL,aborto,F
son tan provida que apuñalan a tres compañeras en la marcha por el #abortolegal no son provida son antimujeres,aborto,F
esto llega por un chat de mujeres latinoamericanas. pañuelazo en la embajada argentina en guatemala. URL,aborto,N
jamás un embrión de 10 semanas tendrían tanta sangre en sus arterias..la sangre que mancha esas manos es del útero de una piba muerta. parte de muchas generaciones de mujeres se murieron por no tener esta ley. edúquense URL,aborto,F
"no habrá más abortos porque este se legalice, habrá menos mujeres muertas. su ilegalidad se lleva a las mujeres pobres. basta de hipocresía. que estés a favor o en contra del aborto es un tema tuyo. que mueran 100 mujeres por año es un tema de salud pública",aborto,F
"#felizdiadelnino #cuidemoslas2vidas USER USER que los niños sean felices, desde su concepción",aborto,C
"USER USER acá tenés, las que pidenlegalseguroygratuito y ofrecen ayuda para hacersesclandestinos. les conviene que se inflen las estadÍsticas, no? qué hipocresía URL",aborto,C
llamado a la guerra abierta. por nicolás márquez y agustín laje URL #sialavida #salvemoslas2vidas #maradona #martesintratable #animalesmundial ganó argentina,aborto,C
desvelando las falacias del. URL,aborto,N
"hoy en el USER junto a diputadas y las compañeras de la USER, preparando el segundo tramo de pelea por URL",aborto,N
la movilización popular tiene que lograr que el #abortolegalya sea realidad y no un show parlamentario para terminar rechazando la ley. el 8 de marzo tenemos que ser centenares de miles.,aborto,F
"#noesley pero pronto #seraley a esperar, fin del tema.",aborto,F
"les pregunto a los que van a votar en contra si van a derogar el aborto legal en caso de violación, uds. defienden la vida desde la concepción o desde la concepcion consentida?",aborto,F
he aquí un claro ejemplo de que se embarazan por la plata.yasindemoras URL,aborto,N
"mamá está a favor de la legalización del aborto, dio la discusión y ahora usa lenguaje inclusivo con corazón verde de #abortolegal ella es todo lo que está bien 💚 hoy es un URL",aborto,F
💚💚 esta semana vamos a romper nuestro estricto manual de marca 🧐 y vamos a cambiar el color de nuestro logo. 💚💚 URL,aborto,F
"&lt;--------- tengo 51 años me hice un aborto a los 18 años en un sucucho en campana, de pedo estoy viva, claro que estoy a favor del",aborto,F
"el #8a sumate a la vigilia en el congreso, en las plazas de todo el país y en las embajadas argentinas. la ley la ganamos en la calle!! ✊💚 #seraley USER URL",aborto,F
provocarle la muerte a un inocente jamas puede constituir un derecho,aborto,C
"estas mujeres lúcidas y valientes hablaron hoy en el congreso, representando a más de 400 actrices argentinas. educacion sexual para decidir, anticonceptivos para no abortar, aborto legal para no morir. #abortolegalya USER USER USER URL",aborto,F
estuvimos en el congreso en la 7º presentación del proy de interrupción voluntaria del embarazo de la USER. fue emocionante encontrarnos con tantas compañeras de lucha. las mujeres le impusimos la agenda a macri y ahora vamos con todo para hacer realidad URL,aborto,F
qué vergüenza les senadores radicales: 2 a favor y 9 en contra del #abortolegal. dan pena y asco. para quienes todavía creen que es un partido moderno y que defiende la ampliación de derechos para las mujeres ahí tienen: aliándose con lo más retrógrado de la sociedad.,aborto,F
"esto lo ganamos en las calles si a las 7:am estamos todos acá estamos convocando a todos y todas lxs que están a favor del #abortolegal, a dar su apoyo pacíficamente a partir de las 7 am (horario de la votacion) en las puertas del congreso.",aborto,F
ni médicos presos por resistirse a abortar ni mujeres victimas de aborto legal o clandestino ni niños abortados hasta el noveno mes el 8 vamos al congreso. y ahí nos quedamos. hasta el final. #argentinaesprovida 💙#noalabortoenargentina URL,aborto,C
"#abortolegalya no estamos a favor del aborto, estamos a favor de la despenalización, de las… URL",aborto,F
"la vida empieza en el mismo instante de la concepción, no cuando lo digan el congreso, los tribunales, los periódicos, el feminismo, el pensamiento políticamente correcto... URL",aborto,C
norita corazón en el #pañuelazo de las feministas del abya yala 💚 URL,aborto,F
"esto fue córdoba anoche despues de la votación, increíble, emotivo hasta las lagrimas! 💚💚💚 #seraley USER USER USER URL",aborto,F
"está lloviendo, hace frío y no deja de llegar gente a las inmediaciones del congreso ☔️ senadores y senadoras no pueden ignorar este reclamo por los derechos de las personas gestantes 💚 URL",aborto,F
todo huji y mc ❤️🤞🏻🍔🍟 (en la ultima foto estaba a punto de llorar porque salía mal en todas las fotos) URL,aborto,N
simples palabras de un maestro. URL,aborto,N
USER legal o ilegal el aborto mata igual,aborto,C
USER ante el #abortolegal digo ... 👉edúcate 👉protégete 👉sé responsable 👉asume consecuencias y #notansolo pa evitar 1 embarazo sino q pa no contagiarte de ets asi q además ... 👉no seas promiscua 👉no seas irresponsable y lo +importante aprende q,aborto,C
#abortolegalya para no morir. hoy fue un día histórico para todas con la USER 💚 URL,aborto,F
"chiquis acabo de ver esta foto de fetos abortados, no puedo creer que sea verdad por favor digamos no al aborto, estas guagÜitas tienen derecho a vivir URL",aborto,C
"se agradece la preocupación de gremios salud por #agendafech y riesgos de aborto, pero es necesario decir que esos riesgos vienen sobre todo de la clandestinidad, por la salud de las mujeres pedimos",aborto,F
los abortos son clandestinos y estan muriendo mujeres. los abortos van a seguir sucediendo aunque vos no los quieras ver! nosotras no queremos que se nos mueran las pibas que no desean ser madres por tu decisión de obligarnos a parir! #abortolegal #seraley no nos paran más!!!,aborto,F
educación sexual para decidir anticonceptivos para no abortar aborto legal para no morir URL,aborto,F
otro diputado del siglo xxi: qué alegría que USER se haya decidido por las vidas y los derechos de las mujeres! 💚💚💚💚 URL,aborto,F
"si lo que le molesta a la sra. mirtha es el dinero que cuesta, que piense que esas personas que no abortan van a parir y los partos son mas caros!#mesaza URL",aborto,F
"por las que murieron sin poder gritar. por las que gritando igual murieron. por las que morirán si no gritan. por las que gritamos para no morir. la lucha es hoy, y cada día 💚✊🏼 URL",aborto,F
"excelente, USER. un orgullo de diputada.",aborto,N
"desde #argentina nuestras compañeras nos envían este caluroso saludo para este #8a. las acompañamos en esta lucha y nos unimos al clamor de todas las pibas para #quesealey #abortolegalya gracias por tanta fuerza hermanas, su lucha es nuestra URL",aborto,F
"el #abortolegalya es el peor genocidio jamás visto. ni hitler, ni stalin, ni mao zedong mataron tantos seres humanos inocentes.",aborto,C
"llego a casa agotada y pienso cuantas llegan como yo a sus casas agotas y todavía tienen trabajo, en casa, agotadas. cada jornada en el congreso por el #abortolegalya me llena de emoción porque nada de lo que pasa adentro sería posible sin lo qué pasa afuera. la fuerza es nuestra URL",aborto,F
#votenabortolegal nos jugo en contra todo el periodismo todo el ambiente artistico todos los zurdos parte del peronismo parte de cambiemos pero una vez mas..... USER mostrara su poder #sialavida agradecemos a vos twittero el apoyo y el rechazo al aborto llega,aborto,C
"mas voces se suman al reclamo de que #cuidemoslasdosvidas y reclaman #noalaborto es mentira que para salvar a la vida de la mujer, sólo podemos ofrecerle un aborto. si nos organizamos podemos vivir todos. URL",aborto,C
"#esmuydelosprovida lo lamento por las que tenían ganas de asesinar, la ley de aborto legal #abortolegalya no va a salir a favor. salvamos las dos vidas",aborto,C
#alerta susana giménez se acaba de sumar a favor de la legalización del aborto a través de la cuenta oficial de su revista. la convenció su nieta lucía celasco. URL,aborto,F
"#rompiendoelsilencio una bendición en el distrito misionero “utcubamba a” maestros comprometidos con esta campaña, capacitan a padres de familia sobre el valorar la vida y a tener más cuidado con la red de redes. #sialavida USER USER USER USER URL",aborto,C
"""y a esas mujeres que están por nacer, ¿quién las defiende?""",aborto,C
""" educaciÓn sexual para decidir, anticonceptivos para no abortar y aborto legal para no morir.""",aborto,F
este pasado sábado en #salamanca se ha celebrado una gran manifestación USER #noalamina de uranio #síalavida con USER USER y muchas más URL,aborto,N
somos una. somos todas. 💚,aborto,F
"otro caso de aborto inseguro, esta vez en #córdoba. la clandestinidad mata o nos deja con secuelas graves y de por vida. adhesión al protocolo ile ya!"" declaración de la USER #contasconnosotrxs #seraley USER URL",aborto,F
el único dinosaurio que bancamos (aunque me quiera matar). esto fue ayer en córdoba. #abortolegal #seraley URL URL,aborto,F
"queremos ser madres por elección y no por obligación. porque es nuestro cuerpo y nosotras decidimos. hermanas argentinas, méxico está con ustedes. URL",aborto,F
tremendo testimonio USER URL,aborto,N
". USER estamos hablando de la salud de las mujeres, sobre todo de las mujeres pobres. son ellas las que mueren x abortos clandestinos. tan serio es el tema. # abortolegalya",aborto,F
"vamos a volver a salir a la calle y vamos a ser tantos, que no quedarán dudas de que no queremos dejar indefensa la vida de nadie vamos a trabajar para cuidar la vida de las madres con embarazo no deseado y la vida del no nacido eso debemos y podemos hacerlo !! URL",aborto,C
"retweeted #abortolegalya (USER): somos muchos, damos la cara #abortolegalya 😍 URL URL",aborto,F
"USER #noabortolibre “cada niño, al nacer, nos trae el mensaje de que dios no ha perdido todavía la esperanza en los hombres” rabindranath tagore, poeta bengalí, filósofo del movimiento brahmo samaj, premio nobel de literatura en 1913 URL",aborto,C
"ahora que estamos juntxs, ahora que si nos ven el aborto clandestino se va a caer! somos millones en todo el país,somos el fuego y no nos para nadie! la #mareaverde llegó para arrasar! #abortolegalya #seráley USER URL",aborto,F
#13jabortolegal tras años de lucha feminista. tras años de lucha por un derecho. #seraley #abortolegalya USER USER USER USER USER USER USER USER USER USER USER URL,aborto,F
frente al congreso la gente le dice #sialavida. no tenemos que elegir entre madres e hijos! URL,aborto,C
"arroz con leche abortar es matar vos sos una asesina igual que las demás que digan que sí, que digan que no pero el feminismo es el cáncer de hoy",aborto,C
"💚💚 no hay dudas: las calles ya las ganamos 💚💚 ¡hasta que lxs senadorxs no voten, no nos movemos! ¡ni la lluvia 🌧 ni el frío ❄ nos parará! y a las 19 hs: 💥 ¡paÑuelazo en todos los escenarios! 💥 ¡somos millones! URL",aborto,F
estoy leyendo todos los tweets a favor de la legalización del aborto así URL,aborto,N
gracias USER por sumarse al #rechazototalenelsenado y defender la vida. lo apoyamos con USER USER USER USER USER USER #abortonoessalud #buenmartes #martesceleste #sialavida ➡️URL URL,aborto,C
"por favor reportemos esta cuenta y todas aquellas que hagan apologia del delito. el #abortoesdelito necesitamos una sociedad responsable de sus actos no aquellos que pidan el derecho a matar, para no hacerlo. (USER): URL #rt #noalaborto URL",aborto,C
en este momento están reunidos los senadorxs que apoyan el #abortolegal buscando el consenso sobre el proyecto que se llevará como propuesta de cara al.,aborto,N
"ni puta por coger, ni madre por deber, ni presa por abortar, ni muerta por intentar. no a la maternidad obligada! URL",aborto,F
"en trujillo, club de madres de bello horizonte el porvenir son concientizadas y dicen #sialavida en URL",aborto,C
el terrible video de 1 minuto que los abortistas no quieren que veas! URL #sialavida #noalfmi #lapatrianoestaenpeligro,aborto,C
"guastavino, (ex vice gobernador de entre ríos), pidió que se recuerde en cada sesión a todas las mujeres que se mueren por abortos clandestino, a raíz de que el #senado no aprobó la ley para el #abortolegal. USER lo frenó y no permitió que continúe. URL",aborto,F
la cuestión es URL,aborto,N
no necesitamos enmascararnos tras un ni una menos... porque sabemos que #todavidavale una vez más la argentina se puso de pie porque #argentinaquierevida para todos URL,aborto,C
"grupos conservadores difunden afiche contra médico q practicó aborto legal, el photoshop es patético. mensaje dice: ¿este médico realizó su juramento hipocrático? juzgue ud. la historia de chile ya lo tiene fichado. ya un niño no tiene vida por su actuar URL",aborto,F
"""todas conocemos mujeres que abortaron y eso no se habla"" USER en #intrusos URL #abortolegalya #abortolegal URL",aborto,F
senador USER no vote en contra de las mujeres. necesitamos una ley! si vota a favor jamás lo olvidaremos. 💚,aborto,F
USER USER y también algunas deciden por sobre el cuerpo de un inocente no?,aborto,C
"""espero que se desarrolle el, la #esi para que puedan valorarse como personas, con el respeto a la identidad autopercibida, otro derecho ganado"" USER URL",aborto,N
"¡ahora quieren vida, cuando en dictadura mataban con la dina! #abortolegal ✌🏽🇨🇱 USER URL",aborto,F
"el aborto está lejos de ser un derecho, simplemente es la consagración de la barbarie más extrema. 125 votos contra 129... de nuevo gracias x haber sostenido su voto pese a las presiones de sus propios partidos y autoridades.",aborto,C
"nunca se olviden que por las reformas alfonsinistas sobre divorcio, hijos/as “extramatrimoniales” y censura de películas/libros, esta misma iglesia hablaba de “democracia pornográfica”.",aborto,N
es hoy! hagan historia che! 💚,aborto,F
el feto jesÚs. vuelve en el 2019 a votar por cristina. pone el sobre en la urna piiiik y luego vuelve a ascender a los cielos. cada 4 años baja a votar en contra de macri. URL,aborto,N
estuve todo el día sintiendo esto. URL,aborto,N
¡¡¡ya es 13!!! bueno. nos vamos calmando... URL,aborto,N
"no falla. cuanta más info tiene la gente, más apoya el #abortolegalya. 💚💚💚 URL",aborto,F
"si no quería un hijo no hubiera tenido una erección. ¿te suena ridículo? bueno, así sonas vos cuando decís que una mujer se debe joder la vida por “abrir las piernas”.",aborto,F
"el pueblo de san juan, a través de sus representantes, se declaró provida. felicitaciones queridos sanjuaninos !!! cuidemos las dos vidas URL",aborto,C
".USER hoy podes ser parte de la historia. hoy tenés q elegir entre un estado presente q eduque, acompañe y aconseje o esconder la realidad bajo la alfombra. #laclandestinidadmata y genera un negocio con el sufrimiento de miles de mujeres URL",aborto,F
"el ""interior"" también reclama #abortolegal. los 7 diputados salteños votaron por el aborto clandestino. dos de sus 3 senadores, también lo harán. ¿a,quien respresentan? URL",aborto,F
va creciendo la tensión. URL,aborto,N
"🔊🔊🔊🔊anticonceptivos para no abortar. ni clandestino, ni legal, el aborto mata igual URL",aborto,C
musicas por el #abortolegalya !!! URL,aborto,F
"en el congreso, en las calles y en las redes! 💚 URL",aborto,F
bravo! USER estás del lado correcto de la historia. gracias!,aborto,N
lo dice un miembro del comité de los derechos del niño de la onu. URL,aborto,N
"por el derecho al aborto legal, seguro y gratuito. mañana lunes 19/2 de 12 a 14h tuitazo #abortolegalya de 18 a 20h pañuelazo frente al congreso! USER USER 💪🏽💚💜✌🏽USER URL",aborto,F
"formamos una red de organizaciones que le decimos #sialavida, para hacernos escuchar en las redes, en los medios y en las calles. entrá, enterate y participá URL hoy mas que nunca #salvemoslas2vidas URL",aborto,C
hoy y todos los días decimos,aborto,N
#soyprovida porque creo en la vida y creo q todo ser humano tiene derecho a la vida desde la concepcion!! URL,aborto,C
"los aplausos que arrancan los discursos de los diputados #contigiani, #olmedo, #massot, #pitiot en favor de la vida son directamente proporcionales a los abucheos a, y",aborto,N
no hay justicia social sin aborto legal 💚paranomorir,aborto,F
#sialavida todos nos unimos para defender la vida. la máxima autoridad de la iglesia católica bendice la imagen de la “virgen del niño por nacer” - chile #lacalleesnuestra URL vía USER,aborto,C
legislatura de neuquén aprobó una comunicación al congreso en apoyo al proyecto de la USER. #abortolegalya URL URL,aborto,F
ya sabemos porqué USER como gob de la pba no adhiere al protocolo de aborto no punible (ile) es una militante antiderechos. decide obstaculizar el ejercicio del derecho a la salud. se manifiesta en contra del #abortolegal vidal está a favor del aborto clandestino. basta! URL,aborto,F
ayer nos unimos 5.000 personas a gritar #noalamina #sialavida porque queremos defender nuestra tierra de una mina a cielo abierto con almacén de residuos radioactivos URL,aborto,N
chicos por favor 😂 URL,aborto,N
"esto fue lo mejor, claro y conciso URL",aborto,N
un vagón cualquiera del subte d. URL,aborto,N
infórmate quiénes son los legisladores de tu distrito. defiende la vida o URL,aborto,C
#queelabortosealey #abortolegalya nos cuidamos entre todxs ! rt! URL,aborto,F
ojalá que la diputada USER y el diputado USER se inclinen a favor de la ampliación de las derechos de las mujeres y voten,aborto,F
"""donde existe una necesidad, nace un derecho"" dijo evita. #abortolegal para salvar vidas! no queremos más muertes por abortos clandestinos. reflexionen senadorxs! es salud pública. voten para garantizar el derecho. lean que hay un cambio de época. no voten contra las mujeres. URL",aborto,F
you so fucking precious when you... 💚💚💚💚💚💚💚💚💚💚💚💚 💚 estas a favor del aborto 💚 💚 legal seguro y gratuito 💚 💚💚💚💚💚💚💚💚💚💚💚💚,aborto,F
yo estoy a favor de las dos vidas!!! URL,aborto,C
#abortolegalya mas claro imposible URL,aborto,F
"en el escenario posible de un empate en la #abortosesionhistorica desempata emilio monzó, bajo el fuego de uno de los movimientos populares más masivos en décadas en favor del #abortolegal está claro lo que tiene que hacer.",aborto,N
en la calle ya escribimos la historia. que tambiÉn se escriba en el congreso. URL,aborto,F
temas interesantes para la gaceta de salamanca: - miles de personas en salamanca contra la mina de uranio ❌ - cientos de personas en barcelona con el tema indepe ✔ seguro que no tiene nada que ver con el anuncio gigante de berkeley. URL,aborto,N
"pro vida: vos no saben si ese bebé quiere nacer claro pero después son ustedes les que deciden sobre su hije, al bautizarle, si el bebé es varón, azul y si es nena, rosa, imponiéndole que su orientación sexual sea hetero, cuando ni siquiera puede dar su opinión",aborto,F
"USER hola! han muerto dos compatriotas tuyas, dos chicas por un aborto inseguro e insablubre, desde k tu ordenastes a tus seguidores votar en contra del #abortolegal legal. espero k no se te haya olvidado rezar por sus almas, pk lo k es sus cuerpos están ya bajo tierra, gracias a ti.",aborto,F
el aborto por causales es legal en argentina. hoy no se empieza a debatir aborto sÍ o aborto no. hoy se empieza a debatir aborto legal vs aborto clandestino. yo estoy a favor del,aborto,F
#abortolegalya a favor: rt en contra: fav,aborto,N
"""no se enojen con las iglesias"" dijo cristina. pero si el vaticano y la iglesia son quienes se oponen fervientemente al derecho al #abortolegal. quiere impedir que se desarrolle el movimiento que ya está surgiendo por la separación de la iglesia del estado.",aborto,F
"tras conocerse la orden arbitraria de pullen llermanos de trasladar a milagro sala al penal de salta, el USER convoca este #8a a defender nuestrxs derechos: al aborto, a la libertad, a un juicio justo. hoy es ella, mañana podes ser vos URL",aborto,F
"USER amiga, con llamadas no hago nada, tenés que verte con el chongo, pa q quiero escucharlo si tengo ganas de cojer? bue",aborto,N
"y para cerrar la noche de los pañuelitos verdes, alguien que se anima a decir ""si a las dos vidas"" 👏",aborto,C
"sr, yo a usted lo quiero mucho mucho, y URL",aborto,N
8a a las calles URL,aborto,N
"el gobierno falla en las políticas de educación sexual integral y de salud reproductiva. si encima considera que las 500mil mujeres que interrumpen un embarazo son “asesinas”, entonces también les falla la política de seguridad, no?",aborto,F
"hoy, desde las 7 am las militantes x el #abortolegalya coparon la zona del congreso, hasta ahora, que siguen ahí. conclusión: no fueron a trabajar. ahora, despuÉs de trabajar, llegan las militantes en contra del #abortolegalya nada, eso. pensalo ✌️ URL",aborto,C
"penosa exposición de gustavo saadi. más allá de sus indecisiones, su nivel intelectual y su (in)capacidad argumentativa son indignos de un legislador nacional. ver estos debates también sirve para desenmascarar a estos políticos de cuarta.",aborto,N
esta es la lista de oradores en el debate por el #abortolegal. USER hablaría cerca de las 21hs. URL,aborto,N
"diputada cerruti, la rompió toda. ""a mí me votaron para representar las demandas de un momento histórico de un sujeto"" ""el sujeto está allá afuera, tiene pañuelo verde es feminista y jóven""",aborto,F
"q las mujeres aborten o no, no depende de tu opinión, ni de tu religión, ni de nada relacionado a vos. las mujeres q quieren abortar, abortan. la pregunta es si estás de acuerdo con q las mujeres pobres mueran y las ricas no, cualquier otra discusión es anacrónica. URL",aborto,F
decidí no convertirte en madre de un niño muerto. Él jamás desaparecerá de tu corazón,aborto,C
"mañana será un día histórico para el movimiento feminista y social de argentina. celebramos cada instancia de debate sobre una problemática silenciada, callada, envuelta en la moral y ética de la clandestinidad y el ocultamiento. la marea verde transgeneracional... URL",aborto,F
luego de una jornada d ataques violentos y cobardes contra los que dijimos #cuidemoslas2vidas todo mi apoyo a USER USER USER USER USER USER USER USER USER hablamos con el corazón URL,aborto,C
12:27. congreso.. URL,aborto,N
"USER USER que bueno q vayas por la equidad! te felicito x el avance, la ley x el aborto legal ha traído muchas cosas buenas! #nosotrxsnonegociamos 💚💚",aborto,F
debes saber también que la organización mundial de la salud (oms) afirma que los países donde no se criminaliza el aborto disminuyeron casi a 0 las muertes maternas,aborto,F
249 bailarinas se reunieron hoy en mu para gritar juntas URL,aborto,N
se está realizando en estos momentos la marcha por la vida en #hidalgo felicidades URL,aborto,C
"desde #morón #pañuelazo por el #abortolegal compañeras radialistas de USER USER USER llevando la radio abierta a días de una sesión histórica, en las calles por nuestros derechos! 💚 URL",aborto,F
