Stance,Tweet
0,"#seraley alberto fernández: ""voy a mandar una ley que termine con la penalización del #aborto"" URL …"
0,ridículo: que en el programa USER se debata el tema del #abortolegal2020 #abortolegal sin mujeres en el panel y busquen salirle al paso enfatizando en discutir sobre la ponencia de la corte.
0,ayer volvimos a las calles para decir #abortolegalya y reclamar la aprobación del proyecto que ya ganamos en las calles. acá una crónica de la jornada y unas primeras reflexiones de nuestra compañera USER #abortolegal2020 2020 #seraley c/nuestra movilización en las calles! URL …
0,"el aborto es un asesinato, lo quieras ver cómo lo quieras ver, no entiendo quién apoya el #abortolegal ¿no le has preguntado a tu mamá si ella quiso hacer lo mismo contigo?"
0,"......tácitamente confirmado...... si USER no hubiera tenido el aval de USER para la despenalización del aborto, él no hubiera anunciado en parís el envío de un proyecto de ley. se cae un referente, (por francisco, obvio)."
0,¿cuántos niñxs ya van adoptando los “provida”?
0,aborto: al menos dos ministeriosse sumarán a trabajar en el proyecto #seráley #nodogénero lo harán junto a legisladores y activistas “verdes”. el tema comenzará a moverse en diputados el 19 d febrero y fernández confirmaría el envío del texto el 1° d marzoURL …
0,onu: organización de naciones rusasdeizquierda. hay que tener mucho coraje para tener un intelecto de ese nivel y exponerlo con orgullo; llevarlo por ahí y pasearlo. este tipo es de lo mejor qué hay en el país. es un chiste ambulante que llega a ti en medio del tedio URL …
0,"41 nuevos abortos clandestinos en argentina y ustedes, senadores, #sonresponsables USER USER USER USER USER USER USER"
0,cualca desde jardín de infantes
0,"como zaragozano y amparado por la libertad de expresión, defiendo el aborto y ojalá la madre de willy toledo hubiera abortado"
0,se viene el #19f y desde les verdes no abandonamos las calles. nos acompañás? ucr-pro-ccari más cerca de la fecha estaremos publicando hora y lugar de encuentro. no olvides tu pañuelo verde! URL
0,"cada nueva hora que pasa, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,"¡legal, seguro y gratuito! ... URL"
0,¿estás buscando una solución a tu #embarazonodeseado? ¡ya la encontraste! somos expertos en #interrupciónlegaldelembarazo a través de #medicamentos. #mifeymiso 5580362092 5511629980 #seráley #abortolegal2020 #abortolegalmx2020 #mareaverde.URL
0,el proyecto está en las calles este miércoles #19f salimos a las calles de todo el país por el #abortolegal2020 #quesealey plaza independencia - 18hs URL
0,"por si se olvidaron, durante esta hora se realizaron 41 nuevos abortos clandestinos. ¡hagan algo! USER USER USER USER USER USER USER USER USER USER USER"
0,michelle williams también gana al mejor discurso de la noche.
0,"michi-vampiro. ‍ #leer: “drácula"" URL"
0,"el #abortolegal es producto y un logro de la lucha de género, provee a las mujeres más necesitadas de justicia social. las mujeres con recursos económicos no necesitan arriesgar la vida para abortar legal o ilegalmente, las pobres son mutiladas, encarcelaras o mueren."
0,genocidas del #abortolegal.. acá tienen la solucion... URL
0,no decida por las demás
0,y en el país aún no tenemos #abortolegal por casos de violación. a ver con qué salen ahora los #provida para lavarse las manos de casos como este.URL …
0,"imperdible documental para continuar la lucha por la salud pública de todas nuestras compañeras. el martes 18, en el cine español desde las 21.30hs. entrada a $50. #quesealey #aten en neuquen capital URL …"
0,"entrevista a USER, una de las pioneras del femenismo argentino en USER URL foto: USER USER cristina surutuza y USER integrantes de la ""campaña nacional por el derecho al aborto legal, seguro y gratuito"". URL"
0,"qui il fiminismin y il pirinismi, coso, cosito y coson; te sacan el URL …"
0,"desde el momento que les enseñan a asociar colores a generos, los sexualizan, o cuando weonamente les preguntan a niños de 5 años , 5 años po weon ¿y la polola(o)? vaya a darle el besito al primo(a), va a salir bien lacho... y weas por el estilo"
0,"la posición de inglaterra es la correcta. ya #europa tiene resultados impacto nocivo políticas desatinadas #abortolegal, #lgbt, #inmigracion, etc. atención #rd, son un salto al vacío. USER USER USER USER USER USER"
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,"de los creadores del #fetoingeniero, llega para ustedes la feta feminista. y la vamos a abortar igual. URL …"
0,cerrar los ojos y poner las manos al fuego por un articulo que un hombre escribió no es de inteligentes.. necesitamos un #cambio y
0,"19f en nogoyá a 2 años del primer pañuelazo por el #abortolegalseguroygratuito nuestra lucha continúa y la fortalecemos para #quesealey. lo que conquistamos fue en las calles, por eso continuamos dando la pelea abrazades para defender el proyecto de la campaña nacional. URL"
0,"recuerda que hoy, #14defebrero, ¡sin gorrito no hay fiesta! el uso responsable del #condón evitará un #embarazonodeseado. #felizsanvalentin ¡en #fundaciónnaiset estamos para apoyarte! URL 01800 8386787 y 53360520 5554022998 y 5564527241 URL"
0,#abortolegal: #santafe ofreció proveer #misoprostol al resto del paísURL …
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos clandestinos: USER USER USER USER USER USER USER"
0,"básicamente, un embrión no es lo mismo que un ser humano. evidentemente no entendés nada porque mezclás todo: ideas trostkistas, cia, alcoholismo, etc. el aborto es un tema de salud pública y como tal hay que tratarlo."
0,"cada nueva hora, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,el tema aquí no debe ser si abortar o no abortar el tema debe ser la libertad de las mujeres para decidir si hacerlo o no hacerlo por la razón q sea dejando de lado tanta opinión timorata. ya
0,"el feminismo no tiene nada de bueno, lo unico que se ve del feminismo es a mujeres que piden #abortolegal e #ideologíadegénero no dejan nada bueno a la sociedad, son mujeres que tienen odio por nuestro pais y odio por la sociedad. USER"
0,#firmá para que todos los cuiden URL es muy importante que tengan agua potable fresca en un recipiente limpio! URL
0,camino al #8m2020 asamblea ni una menos córdoba en acción. USER #8m #feminismos organizado. URL
0,abrazossss desde argentina
0,lo que más me gusto fue el discurso de michelle williams
0,"la marea verde se empantana con la ""despenalización"" producto de su oportunismo vergonzoso URL"
0,"si una mujer decide tener hijos, es su desicion si una mujer decide no tener hijos, es su desicion si una mujer decide tener un aborto, es su desicion si una mujer dice no, es no legal legalya mexico URL"
0,"como estas de caliente, anda comprando, que con está inflación se va a disparar el precio. amén"
0,#abortolegal| #méxico: ¿qué papel desempeñan los trabajadores farmacéuticos en el derecho a decidir de las mujeres?URL …
0,#chile el ministerio de #salud actualiza cifras sobre ley de aborto en tres causales: URL … USER
0,"tuiter la puta que te parió! deja de actualizarte y mandarme a cualquier lado del tl! así es imposible, carajo! es mi derecho decidir cuándo quiero actualizar."
0,"así es amigas chilenas, mi libro #quesealey se consigue en varias librerías en chile URL …"
0,USER#argentina marchas en todo el país - “#pañuelazo” verde: comienzan a concentrarse frente al congreso para reclamar por el #aborto legal URL … #19f 2020 seguroygratuito ya
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos clandestinos: USER USER USER USER USER USER USER"
0,"pasó una hora más, recuerden que ustedes #sonresponsables de 41 nuevos abortos clandestinos en argentina USER USER USER USER USER USER USER"
0,¡únete a la lucha! acompáñanos en el pase especial de 'la ola verde' que tendrá lugar mañana en madrid. URL …
0,"cada nueva hora que pasa, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,piel de gallina USER este año URL …
0,#impreso promueven #abortolegal. URL
0,buenas tardes!!!
0,este miércoles #19f te esperamos a las 18.30 en la asociación argentina de actores para marchar al congreso. URL
0,"cada nueva hora, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,#repost feminista.232 • • • • • • #abortolegalya #abortolegal #abortolegalseguroygratuito #abortolegalya #seraley #niunamenos #vamoslaspibas #lgbt #nosqueremosvivas #vivasnosqueremos… URL …
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos clandestinos: USER USER USER USER USER USER USER"
0,y la campaña llegó a los valles tucumanos URL
0,"es legal o es clandestino. y legal no significa más abortos, significa menos madres muertas. y las maternidades, deseadas. URL"
0,senado: más votos en contra que a favor por el aborto URL …URL
0, el espacio de esi de la #quintaola es uno de los más concurridos y comentados por su información clara y cercana para el entendimiento de cualquier persona que nos visita. la información es un derecho de todes. URL
0,"ahora que sí las ven. #mareaverde algunas imagenes del #pañuelazo del #19f en caba. #abortolegal2020 #abortolegalya #seguroygratuito #seráley #elproyectoestáenlascalles en congreso, distrito federal, argentina URL …"
0,"no se dice #provida, se dice #antiderechos. URL 01800 8386787 y 53360520 5554022998 y 5564527241 #seráley #abortolegalya #mareaverde #ile.URL"
0,estamos haciendo un reportaje sobre el aborto en colombia alguien que nos quiera ayudar.
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,"educación financiera, cuidar tu salud física y mental, estudiar autónomo, cocinar, mantener un auto, convivir con la familia, atender a alguien sin hogar ni comida, mejorar en tu empleo... se llama madurez, que no existe en lo"
0,"la ley deberá ser de #abortolegal, q es la única manera q abarque la garantía de una respuesta desde la salud pública y permitiendo a la mujer hacer uso de su libertad de conciencia. URL …"
0,hasta que el #abortolegal sea ley hay que seguir pensando... URL
0,"41 nuevos abortos clandestinos en argentina y ustedes, senadores, #sonresponsables USER USER USER USER USER USER USER"
0,buenos días para todos menos para los 38 responsables de los nuevos 41 abortos clandestinos de esta última hora: USER USER USER USER USER USER USER USER USER
0,"la mota . y tienes razón, el aborto"
0,"amigos, si ponen a sus hijos en colegios adefesiosos (que apenas pueden pagar), ¿qué esperan? es como quienes tiran sin tener planificación familiar o usar métodos anticonceptivos y después quieren #abortolegal aunque esperan el iphone 11 pro max."
0,"“mi #pañueloverde no obliga a #abortar, pero tu pañuelo celeste obliga a parir”. URL 5580362092 5511629980URL"
0,"los datos continúan confirmando lo que hemos sabido durante décadas, que las mujeres que quieren terminar un embarazo no deseado buscarán un aborto a cualquier costo, incluso si es ilegal o involucra un riesgo a su propia vida. (organización mundial de la dalud) URL"
0,x abortera sin ()
0,"por qué tanta insistencia en que una persona de jxc no pueda estar a favor y acompañar un movimiento como el de #abortolegal que es apolitico y nos toca a todas las mujeres por igual? la admiro mucho diputada, siga con su lucha por una argentina mejor."
0,hay que educar a la mujer..! pero no prohibir que hacer o no hacer con su cuerpo..! 2020 sincondiciones ya seráley
0,maternidades i •19f• . #lunabelenfotografia #abortolegalseguroygratuito #abortolegalya #ile #ahoraescuando #seraley #argentina #feminismo #americalatinafeminista #feministas #maternidaddeseada en congreso… URL …
0,#mardelplata por el #abortolegal el 25 de enero en plaza españa (libertad y boulevard marítimo) súmate a las acciones por el aborto legal en la costa. desde las 14h - liberacion de obras de artistas locales y de todo el país 17h - pañuelazo #abortolegal2020 USER …
0,"#19f el 19 de febrero a las 19hs desde neuquén nos sumamos una vez mas volviendo a las calles! en el 2020 el #aborto legal, seguro y gratuito #seráley en URL"
0,el aborto deberia ser obligatorio para todes
0,#abortolegal para que no haya madres que fumen enfrente de bebés.
0,"ledesma, con la casaca verde #abortolegal... 2-1 ledesma, con la casaca celeste #provida... 0-5 datos, no opinión (?URL"
0,"41 nuevos abortos clandestinos en argentina y ustedes, senadores, #sonresponsables USER USER USER USER USER USER USER"
0," el nuevo video de USER, #tiburones, tiene una protagonista con pañuelo verde de la USER URL"
0,muchísimas gracias nico ! URL …
0,las mujeres exigimos #despenalizarabortoya en todo méxico. #abortoseguro #abortolegal y libre de prejuicios síguenos en: URL URL URL … 52 64 12 99 55 34 47 0938URL
0,#abortolegalseguroygratuito #quesealey alberto fernández anunció que enviará una ley para legalizar el aborto - URL …
0,#felizlunes. no permitas que un #embarazonodeseado afecte tu plan de #vida. contáctanos si deseas llevar a cabo una #interrupciónlegaldelembarazo a través de #medicamentos. URL 5580362092 5511629980 #abortolegalya #seráley #mareaverde.URL
0,#entrevista de USER hablando de #aborto en colombia: URL … USER
0,lo vamos a lograr URL …
0,seguimos esperando su tratamiento. URL …
0,"claro que vamos a salir todos, que sea mas masivo como en aquel #18a o el #8a cacerolazo de vuelta"
0,brutalidad hospitalaria en su máxima expresión #abortolegal2020 porque no vamos a bajar los brazos hasta URL …
0,"#ddhh #salud ""amnistía internacional llama al congreso de la nación a garantizar el derecho de acceso al aborto seguro y no demorar más este histórico pedido del movimiento de mujeres en #argentina"": URL …"
0,"unidas nos sabemos fuertes, venimos a luchar por que no seamos invisibles nunca más. . . . . . . . . . #abortolegal campabortolegal #congreso #feminismo #feminista #olaverde #phgeniadelanada #abortolegal2020… URL …"
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,"condenaron a 18 años por violación al abuelastro de #lucia, la niña de 11 años que fue violada, embarazada y obligada a parir URL"
0,"pasó una hora más, recuerden que ustedes #sonresponsables de 41 nuevos abortos clandestinos en argentina USER USER USER USER USER USER USER"
0,"qué poca madre tienes! eres un hijo de puta! 500 millones de animales murieron en australia y te burlas. #abortolegal libre, seguro y gratuito para evitar que estos hijos de la chingada nazcan y se reproduzcan. vete alv pinche mierda."
0,"41 nuevos abortos clandestinos en argentina y ustedes, senadores, #sonresponsables USER USER USER USER USER USER USER"
0,nuestro presidente USER #abortolegal deuda de la democracia. URL …
0,"el que necesita una buena pija sos vos USER que con ese nombre de usuario no debes garchar hace rato pedazo de pelotudo a pedal, se te nota lo virgo!!! #abortolegal para tu vieja!! que nos hubiese hecho un favor..."
0,"a ver banda, dejen de creer que #el9ningunasemueve #elnueveningunasemueve #el9nadiesemueve #paronacionaldemujeres es creador por la derecha. ¿en qué mundo de drogas han demostrado que están en contra de la muerte de las mujeres? si siguen prohibiendo el"
0,veo a mucho pro-guerra posando de pro-vida...
0,[ vuelta a boedo / verano 2020 ] la de recorrida. el sábado 25/01 vs estudiantes lp hace una parada en el pedro bodegain. sumate a la movida de #sialaleyderezonificacion !!! #quesealey todUSER al ng con la URL
0,"no entendés nada, yo nunca abortaría pero yo no soy todas las mujeres, todas las situaciones o vidas... dejen de joder y si no te gusta el aborto, facil: no abortes!!!!!!!!!"
0,#agendadelamañana en el gobierno confían en un acuerdo con más de la mitad de los bonistas y el #fmi el gobierno avanza con un proyecto para el #abortolegal #abortolegal2020 un argentino con #coronavius en un crucero en japón y más en: URL …URL
0,"la decisión de la mujer respecto a si desea acceder o no a un #abortolegal, es razón suficiente para que reciba este servicio de salud. rt si estás de acuerdo."
0,acá lo tenes al capitán #abortolegal chupandole la japi al papanata en roma... arriba los corazones verdes... URL …
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,veo muchas personas que justificaron el bombardeo a los niños y ahora se creen pro-vida
0,#derechoadecidir sin adoctrinados. #abortolegal no pueden mandar en los cuerpos de las mujeres también son
0,"USER convengamos que USER ya dijo que este año sale el #abortolegal, por lo que si hablaron en el vaticano sobre la defensa a la vida desde la concepcion, debe ser para la gilada conservadora y quedar bien con el vaticano, nada mas"
0,#19f #quesealey punto de encuentro: h. yrigoyen y entre ríos URL
0,#repost pies_atierra • • • • • • • no es necesario que la causa del embarazo sea violación para poder abortar. hay que hacerse escuchar. no estamos solas. . #aborto #abortolegal… URL …
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,"gracias por generar conciencia colectiva y solidaria, a lo largo de todos estos años. #19f #seraley #todasjuntas en santa rosa, la pampa URL …"
0,USER así se muere en argentina #salta pero tenemos #abortolegal defendieran la vida del ya nacido con tanta vehemencia.
0,"cuando haya ley, lo pensamos."
0,"obra: ""si no quieren abortar que se protejan""... autor: caro gárate técnica: óleo sobre tela URL"
0,"#entrevista aborto en #colombia: “bajo ninguna circunstancia la corte puede retroceder” - mariana ardila, abogada de la dirección legal de la fundación women’s link worldwide USER: URL …"
0,#abortolegal porque sin las mujeres pobres las que se mueren abortando.
0,"¿ya te suscribiste a nuestro #canal de #youtube? URL ¡sigue adelante, en #fundaciónnaiset estamos para apoyarte! 01800 8386787 y 53360520 5554022998 y 5564527241 ."
0,"-clases de circo (clown) -grafitear #abortolegal en todo lugar - piercings y teñirse de verde, violeta, etc -rastas y no bañarse -tirarse al río y ahogarse -acusar a gendarmería -falopearse y ser dealer -tener postres y libros del che, marx, lenin, trosky -decir yuta a la"
0,#momentos2019 primer festicuir en el centro social y cultural olga vázquez URL …
0,"se va a caer, y mas temprano que tarde URL …"
0,"los #abortolegal dicen que no sienten hasta la semana 5, y tu que hasta la 16 (cada vez le suben más semanas al ""fetito"" ) decidanse."
0,"no se puede ser ""pro vida"" (o más bien, pro maternidad forzada o pro aborto clandestino) y ser feminista."
0,ay lo que amamos a USER URL …
0,se larga temporada de pañuelazos verdes. porque en 2020 URL …
0,totalmente de acuerdoooo estames todes bien como no querer a este compañero!!! amé el pañuelo #seraley #tiburones #abortolegal2020 USER
0,nunca mejor explicado ... este hilo de USER en vísperas de 8m URL …
0,"recordatorio: niña mamá, el nuevo documental de andrea testa sobre adolescentes embarazadas filmado en hospitales del conurbano, se estrenará la primera semana de marzo trailer URL URL"
0,"la legislación frente al #abortolegal debe contemplar tanto la autonomía de la mujer como también la del hombre, quienes actúan conjuntamente en el proceso de concepción."
0,"cuando usas violación, incesto, discapacidad, pobreza o ser huérfano como justificación para el aborto; le estás diciendo a millones de personas que fueron concebidas en, o han superado esas circunstancias, que sus vidas no valen."
0,me imagino no poder garchar en paz o tener el miedo de quedar/dejar embarazada a alguien por mas que te cuides puede malir sal... por eso
0,"porq en #argentina en nombre de la "" legalidad"" desataron monstruos atroces; #hoy la #legitimidad de la #lucha parira un deseado #derecho #seraley por las de ayer / las de hoy / las de mañana! URL …"
0,"la decisión es mía, no de alguien más #abortoseguro #abortoparanomorir #abortolegal síguenos en URL URL URL URL 5336 0520 5264 0582 (55) 3447 0938 01800 838 6787URL"
0,"no reinita soreta; lo que sigues sin entender es que los casos de riesgo se pueden canalizar sin mayor trámite a una ile/ive con #abortolegal, de hecho ésa es mi labor accesoria como consejera; proporcionar la información general, jurídica y científica para que tomen la decisión."
0,"por si lo habían olvidado, durante esta hora se realizaron 41 nuevos abortos clandestinos. ¡hagan algo! USER USER USER USER USER USER USER USER USER USER USER"
0,"sí, claro, deja le pido permiso al violador para ir a comprar un condón. #códigopenal #códigoolga #sialcodigoolga legal"
0,"cada nueva hora, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,#quesealey programa unico #deporteformativo para todas las disciplinasURL
0,"hermosa tarde compartida con USER gracias por recibirnos con tanto afecto, sos una una gran referente académica, política y feminista. te abrazo infinitamente #abortolegal… URL …"
0,son mujeres que quieren acomodar todo a su manera aun llendo en contra de nuestra constitución y leyes. hablan de #patriarcado hablan de #abortolegal hablan de #ideologíadegénero. exigen respeto a una sociedad a la cual ellas mismas insultan y ofenden. USER
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,"#repost USER • • • • • • lanzamiento #arcoiris ft. USER . mañana, viernes 31/01 - 22 hs. seguí en vivo el estreno del video de letras en nuestro canal de youtube leon redes. . #abortolegal… URL …"
0,el jugador del partido URL
0,"entiendase que el #feminismo es un movimiento de personas que han sido víctimas de algún tipo abuso viviendo con resentimiento, dolor y odio, que sólo buscan una reparación de la sociedad la pregunta es ¿qué sigue despues obtener el #abortolegal y criminalizar todo lo que odian?"
0,el día de hoy en el parlamento juvenil dijimos sí a la interrupción legal del embarazo. a las y los diputados les hacemos el llamado para que pronto se legisle al respecto URL …
0,por un 2020 sin abortos clandestinos. URL …
0,"#abortolegal2020 #seráley el movimiento feminista volvió a las calles de todo el país a exigir la implementación del aborto legal, seguro y gratuito. en el marco de la ""jornada federal y mundial por el aborto legal"" se presentó nuevamente el proyecto ive en el congreso. URL"
0,"estudia para que no creas que porque uno está a favor del aborto, no se cuida y aborta 5 veces al mes."
0,se viene verde verde este caranaval por el aborto legal URL …
0,"ay toma se te cayó, el cerebro, la pelotudez no, sigue intacta!!!! (asumiendo que tienes un cerebro, por ahi es solo una esponjita de caca.)"
0,"lo hemos analizado mil veces en el grupo de investigación... donde están las cifras más culeras es en la mortalidad por falta de acceso al ile/ive. mira la ""joya"" que ella misma publica, un alto porcentaje de éstas muertes se pudo prevenir con #abortolegal. URL"
0,#hablemosdeaborto la legalización del #aborto y la pregunta esencial sobre este problema: ¿debe ir a la cárcel una mujer que aborta? URL …
0,por un 2020 donde los hombres no opinen acerca del aborto. URL …
0,"#colombia #abortolegal ""hay mucha desinformación. muchas mujeres siguen pensando que el aborto es un delito en todos los casos. el hecho de una despenalización más amplia ayudaría a quitar ese estigma sobre el aborto"": URL … USER"
0," para que no ocurra más, necesitamos que la educación en derechos animales sea ley sumá tu firma al proyecto URL URL"
0,"los culpables de todas las violaciones son los violadores. es una falacia creer que si hacemos lo ""correcto"" no nos va a pasar lo mismo. ¡el violador eres tú! URL"
0,gracias cachitow por este hermoso dibujo ya URL …
0,"felicidades USER por el reconocimiento a su discurso. agrego al listado que cito de mujeres destacadas por sus luchas, a la diputada (mc) florentina gómez miranda, dirigente radical que siempre lucho por los derechos de las mujeres y la legalización del aborto. URL …"
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,el #aborto no es un derecho. en lugar de hacer uso de la libertad sexual asumiendo las consecuencias de nuestras decisiones libres; buscan conseguir el #abortolegal como la última red de seguridad anticonceptiva.
0,"alberto fernández, enviará en marzo el proyecto de despenalización del aborto"
0,"es tarde, pero los abortos clandestinos siguen sucediendo. 41 nuevos abortos en esta última hora. ellos, los responsables USER USER USER USER USER USER USER USER USER"
0,florentina gómez miranda primer proyecto de #abortolegal #mujeresradicales a fabor del aborto legal URL
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,la propuesta se turnó a la comisión de salud de la cámara de USER ¿cuánto tiempo crees que pase para que se emita el dictamen final sobre el #abortolegal? URL …URL
0,vamos a lograrlo todxs juntxs muchisimas gracias USER este partido lo jugamos todxs URL …
0,"la cofundadora de madres de plaza de mayo, nora cortiñas, participó en la movilización en buenos aires (argentina). #panuelazo #quesealey #abortolegal2020. la movilización en imágenes. URL …URL"
0,"la mayor dif, seguramente la sepamos al final del mandato de af. yo creo que va a ser el aborto. con mm, #nofueley. con af, seguro, #seraley... USER volvé!!! te perdonamos!!!"
0,#seraley #abortolegal2020 lastima el 8 estamos en lujan 1 palo de gente ahi es cuando los legisladores van a recular
0,"si la moda de usar el pañuelo verde es luchar por los derechos de las pibas y pibxs, y que no se sigan muriendo en clínicas clandestinas, me encanta esta moda."
0,hola compañeres! venimos a agitar un poquito para que nadie se olvide que URL
0,#19f el proyecto vuelve a las calles! URL …
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,alberto
0,él sí sabe URL …
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,"lookeando el sombrero, paso a paso con bordado echo a mano y como corresponde #abortolegal2020 #verano y URL …"
0,"""a «belén» la violentaron el sistema de salud, el sistema judicial y el sistema policial"" entrevista a USER en USER #somosbelen #lecturas USER URL"
0,cada 1 hora 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER
0,¿todavía quedan dudas? URL …
0,"cada nueva hora, 41 abortos clandestinos se dan lugar en argentina. los responsables: USER USER USER USER USER USER USER USER USER USER USER USER"
0,"«educación sexual para decidir; anticonceptivos para no abortar; #abortolegal para no morir.» el #feminismo #provida no existe,"
0,ay si cierto
0,"cuentenme los provida, cuantas vidas salvaron hoy? URL"
0,"""lamento la la derogación del protocolo del #aborto no punible y felicito a USER por su actualización"" USER USER"
0,tus primeros 12 emojis definen cómo será cada mes de este año. ene: feb: mar: abr: may: jun: jul: ago: sep: oct: nov: dic: osea que en agosto URL …
0,"uruguay, es el país con la menor tasa más baja de mortalidad materna y prenatal en latinoamérica, esto como resultado de sus políticas relacionadas al aborto seguro, legal en el país desde 2012, y salud sexual y reproductiva. URL …"
0," ley fernando: impulsan un proyecto para aplicarle la “mano prohibida” a rugbiers y otros deportistas. el diputado daniel lipovetzky y el legislador leandro santoro trabajan sobre una iniciativa de valeria carreras, abogada de la familia de fernando. URL"
0,"los #provida que en realidad son pro muerte. son lo que dicen que hay que matar a los chorros o que se pudran en la carcel, son los que dicen q la asignación por hijos es para mantener vagos, etc... no hay remate, de verdad ! inaudito se contradicen solos legal"
0,"cuan hijo de puta hay que ser? por eso es que se lleva la ayuda personalmente!!!!!!! maldita sean sus madres con todo, yo los hubiera abortado. URL …"
0,¡recuerden! que tenemos envíos a todo el país del #pañueloverde por el #abortolegal. solo tienes que hablarnos al whatsapp: URL ¿ya te sumaste a la ola verde?
0,"cifras de mortalidad de 2018: enf. cardíacas: 34398 tumores: 29118 neumonía: 16904 enf. cerebrovasculares: 9600 septicemias: 5492 aborto procurado: 19. jóvenes por aborto procurado: 0, y 124 se suicidaron. si te importa de verdad la vida y los derechos no promovés"
0,este #miercoles #19f a partir de las 17 hs. nos encontramos en el congreso para seguir reclamando #quesealey . URL
0,"41 nuevos abortos clandestinos en argentina y ustedes, senadores, #sonresponsables USER USER USER USER USER USER USER"
0,"este día nos reunimos con la eurodiputada USER, presidenta de la delegación para centroamérica. posicionamos la lucha por la libertad de USER y la necesidad de despenalizar USER URL …"
0,"oigan, pensé que era broma pero ¿ya vieron la nueva configuración de twitter? puedes tuitear algo y hacer que solo cierto grupo de personas lo vean. este tuit lo puse para que lo vean solo personas que piensan"
0,sabes cuantas pijas me chupa el feminismo??? las que el feminismo quiera porque tiene que ser consentido bro (y)
0,"""las mujeres abortan en todo el mundo. la gran diferencia es que hay países con aborto legal y otros con aborto clandestino"": URL …"
0,"por si lo habían olvidado, durante esta hora se realizaron 41 nuevos abortos clandestinos. ¡hagan algo! USER USER USER USER USER USER USER USER USER USER USER"
0, la ley del #aborto no obliga a nadie abortar. las leyes que otorgan derechos no hacen daño. lo que hace daño son las prohibiciones de derechos. que estén vendiendo algo no significa que usted deba comprarlo‍ dejé de joder!
0,si simone de beauvoir viviera y tuviera twitter pronto escribiría: en américa latina pronto
0," las calles son nuestras a dos años del primer gran pañuelazo verde, nos encontramos otra vez para unir nuestro grito y pedir: educación sexual para decidir, anticonceptivos para no abortar, aborto legal seguro y gratuito para no morir. URL"
0,"tremenda investigación internacional sobre organizaciones anti aborto que engañan a las personas que buscan apoyo para abortar (obviando el título de infobae, esta buenísima). URL …"
0,"en marzo no queremos rosas ni peluches... queremos justicia contra los feminicidas, contra los abusadores sexuales, contra los pedófilos, queremos que reconozcan nuestro derecho a decidir."
0,(desde #francia ) alberto fernández ratificó que enviará un proyecto para despenalizar el URL URL
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos clandestinos: USER USER USER USER USER USER USER"
0,"pasó una hora más, recuerden que #sonresponsables de 41 nuevos abortos en clandestinidad: USER USER USER USER USER USER USER"
0,#colombia #abortosincondiciones #abortolegal “la despenalización es un mensaje poderosísimo: que desde el estado no se estigmatice a las mujeres” URL … #hablemosdeaborto #aborto #abortoseguro #salud #saludreproductiva USER
0,el discurso completo de michelle williams URL …
0,del otro lado del charco también necesitamos URL …
0,terriblemente emotivo: todas las funcionarias del nuevo USER juran con el pañuelo verde en alto. cómo me hubiera gustado estar ahí! URL …
0,"#ecuadorprevenido USER cómo no decir que el proyecto #abortolegal es un gran comercio. está por demás claro que así lo ha sido y así lo es, qué lástima que existan mujeres que se presten para tanta atrocidad. embarazarse y abortar para que experimenten con un embrión. URL"
