Stance,Tweet
1,"Not all women want to have or bear children, and that is okay"
-1,mt @politicsiswar: for convenience...
-1,Good reminder that over 57 million children have never been granted the opportunity to share the air we breath.
0,nc attorney general josh stein accused of ethical misconduct before
0,"a big win for america and the environment. until #scotus and #gorsuch overturn it, at least."
0,antonin scalia on why supreme court picks are so hotly contested now.
-1,be a hero and choose life! #beahero #life #chooselife #prolife @redstatewomen @rifrw @crnc @tuckercarlson @floridagop @ten_gop @ncgop
-1,"Life Fact: At just 9 weeks into a pregnancy, a baby begins to sigh and yawn."
1,"east coasters, come on out! i'm speaking @womanprojecthq rally for #reprorights #reprofreedom at the ri state house tomorrow!"
0,breaking: #germany votes to legalize same-sex marriage
-1,this faith-based news outlet interviewed us at the @march_for_life. check it out:
0,congrats to germany for legalizing same sex marriage this morning!!!!!!
0,the resistence to trump's supreme court pick takes shape:
1,fantastic news &amp; the right outcome. well done @stellacreasy &amp; all others who supported the motion.
0,"love is beautiful: no matter your gender, sexual orientation, race or religion #loveislove &amp; will always win. #lovewins rt if you agree"
0,#scotus justice #clarencethomas (1st black american in history) to give oath of office to #vpeotus @mike_pence using @ronaldreagan40 bible
0,@MeghanMcCain so because #SCOTUS ruled fors you think everyone just threw their hands up and supported
0,@rosaryrevival When we #PrayTheRosary lest we forget to
0,"@BuresLynn @sallykohn @CoFemale Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence."
-1,"The idea that a ""fetus"" isn't human is outrageous, I mean what else would it be? A dog? A dragon? The unborn are HUMAN BEINGS!"
0,thank you for showing us what love is.
1,"Just a reminder, don't take your eyes off #SCOTUS yet #reprohealth is still on the line."
-1,wonderful to see scottish students at dc's march for life. we are the
-1,"mt @amenditusa: time for new mindset, abolish abortion!"
-1, trainspotting 2
-1,standing for the voiceless. gen
0,#scotus link of the day: @adamsfeldman analyzes citations to scotus cases in signed majority opinions last term
-1,“anyone who loves peace cannot tolerate attacks and crimes against life.”
0,"costly antics, kim."
0,sounds like @justicewillett identified yet another split for #scotus to resolve. let freedom ring
1,our #1 most popular post of 2016 - too many of us can relate. can you?
0,thank you @deansmithwa for your courage &amp; leadership on #marriageequality. now let's make this happen
0,retweet this #gorsuch quote if you are happy to have another justice who understands and supports the !
-1,AntiChoice laws say women can't make their own decisions
1,"#jehovahswitnesses blame woman's ""choice of associates"" for her rape"
0,"@senthomtillis felt same way about merrill garland. but w/ @potus under investigation, best to delay #scotus decision until there is a resolution."
0,"#happypride, feegles, veracakes, and freakytitters!!!‍"
-1,Please vote against the anti-choice amendment to the Scotland Bill on Monday @KevinBrennanMP - Thanks!
0,some of the team down in #london this weekend celebrating @londonlgbtpride ‍
1,@m_lonz @LifeNewsHQ Captors have already been born and are no longer part of the body of a pregnant woman. That's the difference.
1,i was born at 26 weeks. premature birth does not equate to support for heinous anti-#abortion bills
-1,Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!!
0,i thought it just a tv screen ahhhh im so happy for you iloveyou @greysonchance
0,"The people who never spoke up against the Nazis during World War II were likely ""live and let live "" people."
1,#rapeculture barbara kay: betsy devos’ an excellent pick for secretary of education via @fullcomment
-1,I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice.
-1,"and in the us, we're too used to cause death to the unborn, through abortion. but there's a way to stop it: be part of ."
1,@anthonyfolsomsr @debi129 @cleo_peterson @robent805 @cindydpishere @granisnark12 @oceanthinker73 @msgdi8511 @kevindarryl @tedlieu @sunflowersoul71 @puppymnkey @tomperez there is no #equalityforall without the keystone of #reprorights paving the way to understand not all #civilrights are genderless.
0,"On Manila TV,Monday: #Pacquiao appeals to @IndonesiaPresident -don't execute"
1,"#reprorights are, and should be, at the center of economic empowerment for women and girls around the world."
-1,It is so much fun having younger friends who are expecting babies.
0,"happy #100days to our president @realdonaldtrump. 1)600,000 jobs, 2)prolife #scotus, 3)proamerican policies. enough said..."
0,retweeted splc (@splcenter): there were 5-hour lines to vote in az because #scotus gutted the voting rights act...
1,support @ppact.
-1,If your agonist abortion get a vasectomy
0,"How many location-efficient, #affordablehousing units could the NYC metro (pop. 23M) create if it built over all of its cemeteries?"
-1,@hillaryclinton - I guess this means you're happy for me to be pro-life as I never aborted any of my own children?
0,christian marriage doesn't work when only one person is sacrificing and submitting to the other. it has to be mutual.
-1,RT @DogsOfGod: I will fight for the unborn!
1,"@ProWomanChoice Exactly, no apologies needed to any #fundamentalist of any kind. Stop apologies for rights."
0,love is love
0,"""you're planning for #marriage you're planning for #education, you're planning for a job, but we need to plan for jannah”"
0,fascinating morning at #scotus - how will we wait until june to read this important decision? @ncldorg @understoodorg
-1,seeing all the #trainspotting boys on graham norton. can. not. wait to see it.
-1,"if we don't allow god to wipe away the sin from our lives, our sins will wipe away our desire to hv god in our lives. #chooselife &amp; freedom."
0,just had a wonder dinner with @jimobergefell at @barcelonawineba. thank you for the book and the amazing work you do.
-1,50 years of abortion is 50 years too many - young people arriving at #spuc50yc to equip themselves to defend life
1,this poet's response to #victimblaming is everything. culture
0,#marriage means never having to clean up the dead bird on the porch.
1,yes and yes...this is what we call: #rapeculture the .
0,why would #scotus nominee refuse to meet with a senator
-1,mt @karee_news: you can do something try to touch hardened hearts and
0,#scotus knocks down dangerous gop efforts to roll back federal campaign finance restrictions:
0,No ones fenna die from this heat on my watch.
-1,RT @Esmerald_Kiczek: Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis
0,i'm old enough to remember when this guy said the senate would block any of the president's #scotus nominations. and did so.
-1,saw @trainspotlive at @thevaultsuk tonight - literally one of the best things i've ever witnessed. unreal performance
0,"#thankyouobamas for promoting love, equality, diversity, and acceptance. you showed the world that #lovewins. you will be sorely missed."
-1,Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright
-1,#chooselife fuck the haters
0,well done germany! marriage for all ‍
0,trump lawyers ask hawaii court to stay out of travel ban breaking #scotus upholds travel ban! from 9th circuit
-1,thank you @students4lifehq for your help with our table this morning! we had so much fun at your 10 year anniversary last week!
-1,racing for a cause in loving memory of the innocent victims of abortion abortion kills a baby choose life
-1,Murdering an unborn child is the crudest form of contraception!
1,this is what it looks like when lawmakers let their personal beliefs drive public policy
-1,Will you be my #voice? -unborn babiesyouthgen
-1,Can we get a law for the little ones who can't even speak for themselves?
0,"if democrats filibuster #scotus nominee, @realdonaldtrump tells @seanhannity he would want @senatemajldr to use the nuclear option:"
-1,mt @amenditusa: halt this madness_outlaw abortion!
0,real man marry women:
-1,'all ireland rally for life - belfast 2016'
0,oldest #scotus justices: ·ginsburg: 84 (clinton) ·kennedy: 80 (reagan) ·breyer: 78 (clinton) ·thomas: 69 (h.w. bush )
-1,"i'm getting a lot of compliments on this shirt, believe it or not."
-1,We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder?
1,shame on @housegop: 1st act under trump is attacking #reprorights. hr 7 will have devastating consequences on women &amp; families across the us
0,"husband: ""you need mittens for your feet."" socks. he meant socks."
-1,"Natural family planning isn't ""planning"" at all since it just doesn't work."
0,breaking: donald trump says he'll announce his supreme court nominee next week
0,@florianalima i got you boo. zero tollerance for discrimination of any kind today and every other day my sweet friend.
0,Meme on like it's the last Reddit thread on Earth.
-1,"It's great that same-sex marriage has been made legal, but how long will it take to make abortion illegal?"
1,reading #citizensassembly report makes me feel like change is coming. so hopeful
-1,"""it is a poverty to decide that a child must die so that you may live as you wish."" -mother teresa"
0,@gaz_dance I'm good like this. I've always been
1,"My body, my life. You fuck it up in a way I'm not prepared for and I will kill you."
1,general hospital's fail: how #rape became seduction by @willvanstonejr
-1,"we're live from the ""kids' table"" at @ignatiustarpon. full house for @abbyjohnson; stop by if you're in the area! #prolifegen @prolifefuture"
0,oral arguments for lee v. tam are today! i reviewed some amicus briefs in the case here:
1,single payer would be disastrous for #reprorights. seriously stop trying to make single payer happen. there are other ways to uhc
-1,$1.7mil in oregon taxes fund abortions each year. help change this: --- #chooselife gen
-1,@JimDDaniels1 Plenty of reasons for Christians not to support Hillary. Not the least of which in my mind is her stand (w/Dems) on
1,#antichoice laws make it easier to exploit black &amp; brown women. why we’re still fighting 4 #reprorights @refinery29
0,"and doj ended the legal week by taking that decision to #scotus, asking the justices to reverse the district ct:"
-1,"@umich Unjustified homicide should ALWAYS be illegal, including"
0,u.s. should welcome refugees says @jrsusa in response to #scotus #travelban decision
1,i'm proud to be a member of @naral! join me in the fight for #reprorights by making a monthly donation:
-1,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.
0,estrada tells @thenlj he wld never accept job requiring sen. confirmation or that he be civil to @senschumer
-1,hanging with the #chewy on this hot summer daze!
-1,so thankful to have been a part of something so great
-1,.@RebeccahLouise I'm not forcing anyone to do anything. Abortion is not 'medical help' & there are better options. Very proud to be
0,love is love
-1,@GBPstaff 1999 Meet the Press admitted to being Very Pro-Choice even with late term & Partial Birth Abortions. He's sick!
-1,journey wisely. #qotd #alexelle #choices #chooselife #chooseyourself #appreciation #bekind #bethelight @aliyahobrien @_carrienet_ @iced17
-1,"PlannedParentHood, their agenda is all about the money. Killing babies is big business & minority genocide is the result."
0,marriage equality passes in germany. so proud! ‍
0,ruth bader ginsburg: gerrymandering may be most important scotus decision
-1,"can someone explain to me how killing helpless babies is ""womens' healthcare?"""
1,hold perps accountable for their actions: do not let them make excuses or blame the victim for their behavior. end .
-1,our #trainspottinglive tour is in full swing starting our london leg at @artsdepot tonight! then on to the @brightonfringe
1,6 #mentalhealth tips for survivors with post-election
1,"#reprorights are, &amp; must be at center eco empowerment 4 all #women, #disabled women too worldwide."
1,it's clear our new administration doesn't value women. @vp we will never forget &amp; stop fighting for
-1,barbara bush spoke at a planned parenthood benefit and we went too
1,some good news for a change: lawmakers in 18 states are introducing bills to protect #reprorights @kathrynfiona
1,the iud rush: why women are seeking out birth control that can outlast 45 and gop #resist roll-back of
0, congratulations to all our friends in germany!! #lovewins #ehefueralle @crunchyroll_de
1,.@alidreith explains that missouri is *already* the third most restrictive state in the nation when it comes .
-1,like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral
0,such a beautiful morning for europe and the world. welcome to #marriageequality germany! ‍
0,dear @statedept i think you forgot to read part of #scotus dec. only ppl w/absolutely no connect to us barred. here it is to make it easier
-1,mt @amenditusa: we the people end abortion america!
0,"note: based on recent #scotus rulin', a senate recess must last at least 10 days before the president may issue a recess appointment."
-1,"check out the production images for @trainspotlive, here from 20 jun, at"
0,#youth spreading messages through sketches to raise awareness on #marriage and #globalization @ypeer @unfpasyria
-1,mt @amenditusa: we the people end abortion america!
1,'what's the big deal with people pooping where they feel most comfortable?'
1,women deserve #respect and #freedom to #choose #abortionrights are
0,correction: @clairecmc only thinks democrat presidents' nominees should get a vote.
0,"judge gorsuch is exceptionally qualified, has repeatedly proven that he will enforce the letter of the law and should be confirmed."
-1,@notmuchelse NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive.
1,thrilled a government is countering trump's #globalgagrule w/$10 million. need more action to reduce maternal death &amp; improve .
0,#darnakyeme jumbo trailer is just so warm.
-1,Even the #smallest #person can change the course of the #future.youthgen
-1,"@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies."
0,powerful.. @therealtaraji octaviaspencer @janellemonae
0,graceway prayer meeting at #scotus was amazing. praying with these great men.
-1,"21 abortion clinics have closed in 2017, planned parenthood has shut down 20 since 2010"
0,dear trans people: we are here for you. we stand with you. this is not normal.
0,@j6fras same but I got hated for it.
1,here's some tips on rape prevention - maybe you should read and take note ched evans. #chedevans culture
0,"if #scotus justice ginsburg wants a less partisan climate, the answer is staring her in the mirror."
0,breaking: donald trump to give his #scotus nominee; america breathes sigh of relief he's even keeping the supreme court!
-1,"“words kill, words give life; they’re either poison or fruit—you choose.” proverbs 18:21 msg"
0,a supreme court pick is promised. a political brawl is certain.
-1,mt @politicsiswar: for convenience...
0,"come on guys at #bundestag, it’s 2017! love doesn’t care about gender!"
0,love is an act of endless forgiveness; a tender look which becomes a habit.
-1,good way to let others know about the rosary of the unborn. please spread the word.
1,"speaking of men who pretend they're feminists to exploit &amp; abuse women: this dude is ""very sorry."""
-1,"clergy, community &amp; non-profits at flatbush gardens engaging community about recent senseless shootings. @67clergycouncil"
0,hey @senatortester: our freedom is on the line. vote to #confirmgorsuch to the supreme court!
-1,if only the left believed the womb was a sanctuary.
0,having someone like scalia on #scotus could be plenty bad for campaign finance and voting rights.
-1,join with @students4lifehq's campaign to #defundpp! gen
-1,CPCs in this town of 5000: 2.
0,Just because it is legal doesn't make it God honoring
1,"@southee93 ""drunk girls"" can't consent. do your homework. #block #consent #rapeculture @collectiveshout @svccork @rachelintheoc"
0,well done @kingschurchldn who are today discussing #marriage and cross culturals relationships. s/o @shivonkwateng
0,supreme court blocks virginia districts over use of race via @usatoday
-1,no to trump and no to this hangover
1,don't think #rapeculture is a real thing? look no further than to the mental drivel which secretes from miscreants like this:
1,"support @ruthlessfilms' doc, get your uterus (or one belonging to someone you love) in the credits!"
-1,All babies are a blessing @BristolsBlog thank you for loving what you been preaching
-1,A #person's value is not determined by his .
-1,prayers for everyone at the march for life my wish is that one day the world will respect and appreciate all life
0,first take on #scotus decision: court says virginia redistricting must be reexamined for racial bias
0,a sure sign of a man's strength is... @10millionmiler #quote #inspiration #love #marriage rt @drlauraprogram
0,"the supreme court will lean conservative again: ... my look at the #scotus wait, what it's meant, &amp; its coming end"
-1,"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin"
1,"he thinks bill cosby “has 'paid dearly' already for the 60-plus public sexual assault allegations."""
-1,The Constitution of Kenya 2010 is clear that abortion on demand is illegal.
1,@senatemajldr because here is how bad the #ahca is for women.
1,@explicit0ceans I don't either. Why would you want to make people have kids? Esp when they're not prepared? Makes no sense.
1,Definitely the #SCOTUS today has landed where women are.
1,"#billybush how can you be a husband &amp; a father to a daughter, &amp; not have the ""strength of character"" to shut that shit down!"
0,#scotus should use #masterpiececakeshop to assert religious freedom is not a right to discriminate. our analysis:
-1,"If men could get pregnant, abortion clinics would be like Starbucks"
0,"@charlescwcooke @HillaryClinton Once they're born, that is."
-1,"mt @march_for_life ""2017 march for life conference © emily green, all rights reserved"" gen"
0,#scotus just laid a solid foundation for #schoolchoice growth.
-1,"Just remember, there is a living family out there just waiting to #adopt your aborted baby."
0,"#dating #love find love internet dating, #matchmaking, #marriage, #singles, compatibility"
0,"judge diane sykes, on trump's #scotus shortlist, writes opinion striking down three chicago provisions as limiting 2nd amendment rights."
-1,.@speakerryan is living that thug life. we will !
-1,2017 march for life.
-1,Abortion does not prevent rape. Kittington
0,@vandergraafly Keep up the good work! They are nutters
0,i-gay... madrid is ready to celebrate world pride! i-am here... where will you be?
0,.@clairecmc is siding with anti-#2a chuck schumer over the people of #missouri. sad.
1,Forced reproduction is a human rights violation.
-1,@ProWomanChoice @BuhayIpaglaban people like you are exactly what is wrong with our society.
0,"throughout a #marriage, spouses will either wear each other out or break each other in. the choice is yours."
-1,"""i was 19, jobless, unmarried, &amp; told my baby had a birth defect. i chose #life"" @ashleybufe"
0,oh lord let your boundaries fall in pleasant places. teach us how to love &amp; still guard our heart. wisdom from heaven please.
1,make sure you're not falling for the myths that might make you doubt .
0,donald trump to name supreme court pick on thursday
1,"this trump shit getting out of hand! sadly, this misogynistic, racist, bigoted behavior is happening nationwide. #rapeculture vultures are"
-1,RT @AdvocatesOfLife: RT @ProLifeYouth Adopting a child shouldn't cost more than aborting one. ...
1,unacceptable! verbal diarrhea from #congress members does untold damage! this is
1,we also have no idea what compromises would be made to pass #singlepayer that would give the #gop even more control over #reprorights /6
-1,A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend
0,"""i don't judge people. i serve everyone who walks in. i just don't make cakes for every event that's asked of me."""
1,#rapejihad in #sweden isn't funny! it's a crisis &amp; should be treated as such.
0,don't forget to get your tickets to these two great shows!down early for pride?come to see some fabulous theatre 🦄 #lovewins @apolloiw
-1,@notmuchelse Don't get pregnant! Make sure you don't get pregnant if you'd just kill your child if you do! @chooseliferacer
-1,#stemacademy administrator on leave for screaming at #prolife teen
-1,wonderful convo over lunch w/ @savethestorks staff! they're doing really creative work for the sake of mothers &amp; babies.
0,do you know the dreams and goals of those you ?
1,a thread to be read...
-1,mt @humancoalition: i chose not to view your life as optional.
-1,#guitar ...old &amp; new interesting stuff in tamworth! …
0,read #scotus justice clarence thomas in imprimis:
0,secret to a strong #marriage.. if dinner isn't on the table promptly at 6.. break everything in sight &amp; storm out of the house.
-1,having luxuries is great luxuries having you not great or good you can't serve god &amp; mammon you will love one hate the other
0,hearing #trump is going to move up his #scotus pic to tuesday-feeling the heat on the #muslimban &amp; wants to change the subject
1,"if you're a vegetarian you don't eat meat, but you don't demand that meat is taken off all the menus."
0,#scotus strictly interprets three-year time limit for filing section 11 claims
0,i am thrilled that dems will filibuster trump's supreme court pick. the gop's theft of a #scotus seat last year can not be rewarded.
0,the german parliament approved same-sex marriage. congratulations to all gay couples who have been waiting to get married! ‍
0,repeal #citizensunited #endthefed #abolishirs #freedomact #ndaa #fisa #sopa #aca #tsa #dhs arrest #congress/#scotus/#potus for !
0,some insight into the forthcoming #scotus e-filing system.
-1,the beautiful wanda ( far right) living proof that a broken spirit can be healed with love and patience.
1,@kamillatheseer @ariellescarcell because women refusing sex with men makes some men really angry. the cotton ceiling is
0,"Roberts, Scalia, Alito, Thomas. Hereinafter, "" R-SCAT ""."
1,so over this.
1,"since they’ll likely never answer you, the answer is no"
-1,#Florida AttorneyGeneralBondi files appeal after Judge grants ACLU request to temporarily halt new law requiring 24hr wait before
0,love wins ‍ #tahdon #lovewins #equality #finland it's so cool!!!!!!!!!!! yeah!!!!
-1,"RT @OurBrother1: ""A nation that kills its own children has no future.(On Abortion) ~Bl. John Paul II"
0,sarah weddington was a 26 year old texas woman who bravely argued roe v wade to #scotus! march in her honor!
0,antonin scalia on why supreme court picks are so hotly contested now.
-1,"mt @amenditusa: new mood,new plan. let america decide!"
0,.@clairecmc to vote no on #gorsuch. @kmov
1,watch this text exchange to see how language can subtly reinforce #rapeculture: v @huffpostwomen @itsonus
1,enslaved women were not mistresses—they were victims of rape. #slavery #rapeculture #blackhistorymonth @teenvogue
0,with appreciation to @brandonvdixon &amp; the cast of @hamiltonmusical for their courage &amp; artistry every damn night.
-1,"@irvinewelsh sacraficed watching the happy hammers footy link today to finally go to watch this ""bewty"" wasn't disappointed"
0,#breaking- pres. #trump to announced his #scotus nominee sometime next week
0,We must provide demonstrated sexual training as a preparation for marriage. From THE COMING WOMAN
-1,"Why is bacteria considered life on Mars, but a heartbeat is not considered life on earth?"
1,a11 help women &amp; girls take charge of their #reprorights. make a commitment to fund @shedecidesgfi.
0,"sen jeff merkley (d) vows to filibuster any trump #scotus pick that is not merrick garland: “this is a stolen seat"""
0,"till i met you august 29 2016-january 20, 2017 thank you so much, timyllennials, timytitas and timytitos! #lovewins #timythefinale gel"
1,no fed $$ can be used for #abortion b/c of #hyde. i oppose gop's effort to restrict #reprorights &amp; tell women what won't be covered
0,"women, have you shown your husband you appreciate him lately? he needs you to. #marriage #love / pic by @jeffkmarsh"
1,what we can learn fr 1980s #prochoice organizers who fought to protect #reprorights under reagan
-1,read today's daily pro-life reflection: this is my body here
1,"#wth surprising, no! #idiot #whiteprivilege promoting culture in #america treat women as property not people!"
1,#republican men think it's the government's job to make doctors withhold medical information from women.
1,swift move from @theresa_may on #abortionrights. so will ni women get signatures from @nhs doctors in england then? congrats @stellacreasy
-1,manchester! @march4lifeuk
0,the first rule of ruth bader ginsburg's #scotus basement fight club: do not talk about ruth bader ginsburg's #scotus basement fight club.
0,Parents have left their role to the teachers! Parents need to have skills to reach out to their own children it's important!
-1,#pleasepleaseplease #chooselife &amp; not #death when #troubles #sufferings #plagues #you. i know its easier said than done but
0,our individual thoughts shape our #collective world. be a good steward of yours. xol
0,govt deciding arbitrarily to exclude some family relationships? no basis for this in #scotus order.
0,celebrate your color month
-1,I hope you all either enjoy the rugby or enjoy not enjoying the rugby
0,"#otd 31 years ago, #scotus ruled against racial bias in jury selection in batson v. kentucky"
1,here's why the war on science is also a war on .
0,it's never too late to get your #marriage back on track! now is the time to protect your legacy! order @
1,2017. this is the world we're giving to our daughters.
0,thank you @clairecmc for coming out to #stopgorsuch! missouri families can't afford this lifetime #scotus appointment
-1,today was amazing! hundreds of thousands of people bearing witness to human dignity &amp; rights for all
0,"today, adf asks #scotus to hear barronelle's case."
1,@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?
-1,Thank you for another day of life Lord.
1,"""we know gorsuch has ruled terribly on #reprorights &amp; rights for trans people. and we #resist &amp; #weobject!"" @thetaskforce"
1,Anti choice laws only effect women. People don't care about things that don't effect men
0,#scotus link of the day: @damonroot looks at justice sonia sotomayor’s record in cases involving law enforcement
-1,taxpayers are funding animal tests for homemade abortions:
0,@SaculSacul @GVPrayerWarrior No guarantee she will be destroyed I trust God.
-1,I really don't understand how some people are Pro-Choice. A life is a life no matter if it's 2 weeks old or 20 years old.
-1,Never during a pregnancy does a pregnant person's body cease being their own. Support bodily autonomy. Be
0,"our prophet pbuh told jabir, may allah be pleased with him, ""marry someone who makes you laugh and you make her laugh""."
1,"america, where we don't send abusers &amp; rapists to prison. we give them #oscars or a nice oval office..."
-1,@Esmerald_Kiczek Rock on girl! We all know .
0,Today is a great because we are alive.
-1,.@prolifeaction good morning! have a blessed day!
0,Joining us in studio is Amos and Josh on Music and Career with Kobi Kihara
0,you define what is important to you by who you spend your time with.
0,"""have courage to trust love."" initiation #asmsg #lovewins @bellaswannbooks"
-1,already sold out 5/10 shows @themacbelfast for #trainspottinglive with limited availability on the rest! #chooselife belfast!
0,i made a trump gif.
-1,Way to go Mozambique. Thank you for recognizing #Equality We should be allowed to make our own choices.
-1,@benjaminswatson at #marchforlife: 'you can change the course of generations' @liveactionnews
1,"As good a time as any to say: when too many men are adjudicating on women's reproductive systems, the results are never good"
-1,every life matters and life empowers women we're the
0,"in march, our civil rights appellate clinic submitted a brief to #scotus—who ultimately agreed with our students."
0,shoutout to you homophobes!! my brother and his husband did that
0,"@kriskobach1787 in north carolina, the gop state legislature began working on voter suppression legislation the day after #scotus' decision."
-1,so many knights and their families from around the country are marching for life today!
0,it's my first time witnessing marriage proposal
-1,They made same sex marriage legal but they won't make abortion illegal. What is wrong with this world?
0,"if this can't be done, we can't date"
-1,@UberFacts because that 9% utilized that wonderful gift of choice ( ).
-1,"good day lovelies! let's make today a #whamtastic day by ignoring, blocking or muting the negativity!"
0,"@mrdane1982 @andreagw123 @saharvey75 @albyselkie #berniebros &amp; #jillstein knew the #aca, #parisdeal, #scotus, #civilrights, #lgbtq &amp; women's repro health was on the line &amp; they didn't care!"
-1,"If you aren't responsible enough to take care of a baby, why are you having unprotected sex?"
0,spread the love! it's #nfpweek #livethelove #joyfulmarriage 49th anniv. of humanae vitae
-1,our voice is getting stronger!
-1,looking forward to joining @tuckercarlson tonight @ 8:30pm et to talk about pro-lifers + free speech on campus!
1,"@ShowTruth No. It's absurd to refer to healthcare that saves pregnant people's lives as ""killing."
-1,"so incredibly humbled every day that this sweet girl calls me mama! #chooselife best gift i ever received was you, sweet lily!"
0,"from a 1996 memo by dems (barney frank's office), a reminder that we don't ever know what's gonna happen w #scotus vacancies:"
1,need $673. to hit goal #vagicalmysterytour in #atl 6/2 @lpjldoc @ladypjustice @kartemquin @seedandspark
0,just remember. mcconnell was able (and willing) to subvert our democracy by stealing a #scotus seat. why use democracy to repeal obamacare?
1,"this video deserves all your views. katy did a great job researching and writing this, watch it!"
1,great to meet @regifonseca #honduras today to discuss #abortionrights struggle there @frontlinehrd @sineadanolan
0,"ldf's @christinaswarns, elaine jones &amp; constance baker motley are a few of the aa women that have argued before"
0,"#marriage deepens us as individuals. we learn to live, give and forgive in measures we once could not have imagined. via @thepurebed"
-1,"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!!"
1,#rapeculture is bill cosby planning town halls on how married men &amp; male athletes can avoid sexual assault charges.
-1,@NBCLA #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like
-1,"Because as long as we're ending innocent lives, love has won nothing."
-1,#POTUS seals his legacy w/ 1/2 doz wins. The #GOP agenda? STILL!! Repeal #Gun laws & #Obamacare Ban Access 2
1,@wipehomophobia would you give us a shout? 100% non-profit for
0,austin women's march
0,11/ one additional thought. we may get a #scotus nominee tmrw!? almost all questions will turn to how s/he would rule on exec order
-1,anyway. how about a palette cleanser? because our goobers are the best goobers
0,in the end love wins. it also wins in the beginning &amp; the middle too!
0,i can't support a #scotus nom who refuses to give background about his judicial philosophy – during his own hearing
-1,@bradfischetti just wanted to say that I appreciate the pro life stance. A lot of celebrities are afraid to show a bold stance
-1,If #Freewill is good enough for your #god it should be good enough for you.
-1,#chooseargyll #chooselife some randoms of #argyll free iphone app argyll in your pocket all day every day
0,clc announcement: legendary #scotus litigator paul m. smith has joined our team as vp of litigation &amp; strategy!
-1,day 20 @30daysofbiking marked in a very special way. thx tyler
1,#sex is not a sport in which women are the other team. @xtotl on #masculinity &amp;
1,People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then?
-1,mt @amenditusa: halt this madness_outlaw abortion!
-1,clear for all to see
1,"an open letter from 130 advocates: whole foods ceo john mackey &amp; ""sexual violence accountability"""
1,"@SuePalmers @LSDsr Nothing to do with me. It's not my choice, nor is it yours, to dictate what another woman chooses."
1,"the same men who cry about brown men raping ""their women"" are the same men teaching each other how to rape ""their women."""
-1,"in the media - @mailonline: ""mother with disabled son calls for curb on abortion law"""
1,this is what donald trump and the gop congress have done to #reprorights in one week. one. week.
0,don't miss the action at #scotus next week as we say #stopexecutions. here's the info. spread the word far &amp; wide!
1,.@nypasscva even a child has the right to say no. since s/he can't we have a responsibility to believe when s/he finally can.
0,marriage equality has finally arrived in germany. lawmakers approved same-sex marriage in a historic vote today. ‍
-1,"with the sequel on friday, see where it all started! #trainspotting blu-ray only £6.99! -"
0,justice kagan used “(!)” in #scotus case.maybe 1st time but that punctuation not searchable in westlaw or google scholar
0,my favourite hashtags #loveislove and . ™
0,remember the gates of Hell will not prevail.
0,i can't wait!! i hope 🤞it's someone so conservative lefties implode!! fake tears ahead!!
0,#scotus eviscerated the voting rights act four years ago in june 2013. n.c.'s restrictive voting law was passed less than two months later.
0,really looking forward to seeing #the34th @gazefilmfest @noelsutton @roisingeraghty @accenture_irl @peterjlynch86 @pjbarry
0,president @realdonaldtrump's commitment to securing our nation was supported by a unanimous ruling by the supreme court.
-1,Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies
1,a new freedom for women in northern ireland - a good decision #abortionrights #westminster @bbcwalesnews
-1,It's undeniable that conception may also be the birth of a soul unto life itself. Why mess with that?
-1,"Why do you cry when a dog dies in a movie, but it doesn't seem to phase you that so many babies die because of abortion?"
-1,"abortion ends one life, and forever adversely alters another."
-1,I love how #liberals only accuse #conservatives of war on women when we don't want to fund
0,"Every good Christian wants to make sure the unworthy ""those people"" don't have health insurance. Because Jesus."
-1,Abortion is genocide - I don't think you know what genocide means.
0,look who i spotted in this months @divamagazine the incredible @victoriabroom and @todivalentino ‍‍
0,"take a study break &amp; and join us in breaking down the #scotus nomination, confirmation, and the future of the court!"
1,"house votes to pass #hr7, an #antichoice bill that harms low-income women. unacceptable! @cosmopolitan"
0,difficult issues to come in months &amp; years ahead need a #scotus justice who will stand up for equal justice for all
-1,just drank first coffee in about a week. it's hitting hard. but at least the baby stopped crawling on the ceiling.
-1,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?
0,"after eji won major victories at #scotus, ian - who only 13 when he was sentenced to life without parole - was entitled to be resentenced."
